Species,Trap,Latitude,Longitude,WnvPresent,AvgSpeed,Cool,Day_of_year,Depart,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,StnPressure,Tavg,Tmax,Tmin,Pred
172,CULEX RESTUANS,T089,41.723195,-87.64997,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
173,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
174,CULEX RESTUANS,T090,41.868077,-87.666901,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
175,CULEX PIPIENS,T090,41.868077,-87.666901,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
176,CULEX RESTUANS,T135,41.662014,-87.724608,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
177,CULEX RESTUANS,T141,41.961743,-87.76007,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
178,CULEX RESTUANS,T142,41.953067,-87.776792,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
179,CULEX RESTUANS,T145,41.878114,-87.629798,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
180,CULEX RESTUANS,T146,41.958271,-87.702575,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
181,CULEX RESTUANS,T150,42.006858,-87.675919,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
182,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
183,CULEX RESTUANS,T151,41.916265,-87.800515,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
184,CULEX RESTUANS,T158,41.682587,-87.707973,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
185,CULEX RESTUANS,T218,41.948167,-87.730698,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
186,CULEX RESTUANS,T006,41.990284,-87.797127,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
187,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
188,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
189,CULEX RESTUANS,T043,41.857402,-87.694991,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
190,CULEX PIPIENS/RESTUANS,T085,41.721474,-87.648064,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
191,CULEX PIPIENS,T085,41.721474,-87.648064,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
192,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
193,CULEX RESTUANS,T014,41.970248,-87.787992,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
194,CULEX RESTUANS,T018,42.010412,-87.66214,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
195,CULEX PIPIENS/RESTUANS,T030,41.89923,-87.716788,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
196,CULEX RESTUANS,T030,41.89923,-87.716788,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
197,CULEX PIPIENS/RESTUANS,T084,41.692555,-87.598865,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
198,CULEX RESTUANS,T084,41.692555,-87.598865,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
199,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
200,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.688267,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56,0.0
201,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
202,CULEX RESTUANS,T002,41.95469,-87.800991,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
203,CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
204,CULEX RESTUANS,T007,41.994991,-87.769279,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
205,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
206,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
207,CULEX RESTUANS,T045,41.9216,-87.666455,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
208,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
209,CULEX RESTUANS,T046,41.891118,-87.654491,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
210,CULEX RESTUANS,T048,41.867108,-87.654224,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
211,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
212,CULEX RESTUANS,T054,41.921965,-87.632085,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
213,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
214,CULEX RESTUANS,T086,41.688324,-87.676709,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
215,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
216,CULEX RESTUANS,T096,41.731922,-87.677512,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
217,CULEX PIPIENS,T096,41.731922,-87.677512,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
218,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
219,CULEX RESTUANS,T129,41.891126,-87.61156,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
220,CULEX RESTUANS,T148,42.01743,-87.687769,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
221,CULEX RESTUANS,T009,41.981964,-87.812827,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
222,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
223,CULEX RESTUANS,T016,42.011601,-87.811506,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
224,CULEX RESTUANS,T019,41.94983,-87.698457,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
225,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
226,CULEX RESTUANS,T028,41.986921,-87.689778,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
227,CULEX PIPIENS,T028,41.986921,-87.689778,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
228,CULEX PIPIENS/RESTUANS,T089,41.723195,-87.64997,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
229,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
230,CULEX RESTUANS,T090,41.868077,-87.666901,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
231,CULEX RESTUANS,T092,41.869216,-87.627561,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
232,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
233,CULEX RESTUANS,T135,41.662014,-87.724608,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
234,CULEX SALINARIUS,T135,41.662014,-87.724608,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
235,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
236,CULEX RESTUANS,T142,41.953067,-87.776792,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
237,CULEX SALINARIUS,T145,41.878114,-87.629798,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
238,CULEX RESTUANS,T146,41.958271,-87.702575,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
239,CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
240,CULEX RESTUANS,T149,41.994469,-87.667736,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
241,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
242,CULEX RESTUANS,T151,41.916265,-87.800515,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
243,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
244,CULEX PIPIENS/RESTUANS,T154,41.918705,-87.752329,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
245,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
246,CULEX RESTUANS,T158,41.682587,-87.707973,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
247,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
248,CULEX RESTUANS,T003,41.964242,-87.757639,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
249,CULEX RESTUANS,T006,41.990284,-87.797127,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
250,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.777921,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
251,CULEX RESTUANS,T008,42.008314,-87.777921,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
252,CULEX SALINARIUS,T012,41.991429,-87.747113,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
253,CULEX PIPIENS/RESTUANS,T037,41.921177,-87.79518,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
254,CULEX RESTUANS,T037,41.921177,-87.79518,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
255,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
256,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
257,CULEX RESTUANS,T047,41.868142,-87.696269,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
258,CULEX PIPIENS/RESTUANS,T051,41.846283,-87.656913,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
259,CULEX PIPIENS/RESTUANS,T085,41.721474,-87.648064,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
260,CULEX PIPIENS/RESTUANS,T088,41.869107,-87.696293,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
261,CULEX PIPIENS/RESTUANS,T161,41.719059,-87.675088,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
262,CULEX RESTUANS,T161,41.719059,-87.675088,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
263,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
264,CULEX RESTUANS,T013,41.923738,-87.785288,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
265,CULEX PIPIENS/RESTUANS,T014,41.970248,-87.787992,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
266,CULEX RESTUANS,T014,41.970248,-87.787992,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
267,CULEX PIPIENS/RESTUANS,T018,42.010412,-87.66214,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
268,CULEX PIPIENS/RESTUANS,T030,41.89923,-87.716788,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
269,CULEX RESTUANS,T030,41.89923,-87.716788,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
270,CULEX PIPIENS/RESTUANS,T005,41.942114,-87.776385,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
271,CULEX PIPIENS/RESTUANS,T017,41.960616,-87.777189,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
272,CULEX PIPIENS/RESTUANS,T044,41.883284,-87.705085,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
273,CULEX RESTUANS,T044,41.883284,-87.705085,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
274,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.703736,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53,0.0
275,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
276,CULEX RESTUANS,T002,41.95469,-87.800991,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
277,CULEX PIPIENS,T002,41.95469,-87.800991,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
278,CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
279,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
280,CULEX RESTUANS,T015,41.974089,-87.824812,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
281,CULEX RESTUANS,T015,41.974089,-87.824812,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
282,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
283,CULEX RESTUANS,T045,41.9216,-87.666455,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
284,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
285,CULEX RESTUANS,T046,41.891118,-87.654491,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
286,CULEX PIPIENS,T046,41.891118,-87.654491,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
287,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
288,CULEX RESTUANS,T048,41.867108,-87.654224,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
289,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
290,CULEX RESTUANS,T049,41.896282,-87.655232,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
291,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
292,CULEX RESTUANS,T054,41.921965,-87.632085,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
293,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
294,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
295,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
296,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
297,CULEX RESTUANS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
298,CULEX RESTUANS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
299,CULEX PIPIENS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
300,CULEX SALINARIUS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
301,CULEX TERRITANS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
302,CULEX PIPIENS/RESTUANS,T091,41.862292,-87.64886,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
303,CULEX PIPIENS,T091,41.862292,-87.64886,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
304,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
305,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
306,CULEX RESTUANS,T096,41.731922,-87.677512,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
307,CULEX PIPIENS,T096,41.731922,-87.677512,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
308,CULEX RESTUANS,T143,41.999129,-87.795585,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
309,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.687769,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
310,CULEX RESTUANS,T148,42.01743,-87.687769,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
311,CULEX SALINARIUS,T148,42.01743,-87.687769,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
312,CULEX PIPIENS/RESTUANS,T009,41.981964,-87.812827,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
313,CULEX RESTUANS,T009,41.981964,-87.812827,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
314,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
315,CULEX RESTUANS,T011,41.944869,-87.832763,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
316,CULEX RESTUANS,T011,41.944869,-87.832763,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
317,CULEX PIPIENS,T011,41.944869,-87.832763,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
318,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.811506,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
319,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.811506,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
320,CULEX RESTUANS,T016,42.011601,-87.811506,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
321,CULEX RESTUANS,T016,42.011601,-87.811506,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
322,CULEX PIPIENS,T016,42.011601,-87.811506,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
323,CULEX PIPIENS/RESTUANS,T019,41.94983,-87.698457,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
324,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
325,CULEX RESTUANS,T025,41.979243,-87.750938,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
326,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
327,CULEX RESTUANS,T028,41.986921,-87.689778,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
328,CULEX RESTUANS,T031,41.801498,-87.763416,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
329,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
330,CULEX PIPIENS/RESTUANS,T089,41.723195,-87.64997,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
331,CULEX RESTUANS,T089,41.723195,-87.64997,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
332,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
333,CULEX RESTUANS,T090,41.868077,-87.666901,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
334,CULEX PIPIENS/RESTUANS,T092,41.869216,-87.627561,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
335,CULEX PIPIENS,T092,41.869216,-87.627561,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
336,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
337,CULEX RESTUANS,T135,41.662014,-87.724608,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
338,CULEX PIPIENS,T135,41.662014,-87.724608,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
339,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
340,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
341,CULEX RESTUANS,T142,41.953067,-87.776792,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
342,CULEX PIPIENS/RESTUANS,T145,41.878114,-87.629798,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62,0.0
