Species,Trap,Latitude,Longitude,WnvPresent,AvgSpeed,Cool,Day_of_year,Depart,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,StnPressure,Tavg,Tmax,Tmin
181,CULEX RESTUANS,T150,42.006858,-87.675919,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
182,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
183,CULEX RESTUANS,T151,41.916265,-87.800515,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
184,CULEX RESTUANS,T158,41.682587,-87.707973,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
185,CULEX RESTUANS,T218,41.948167,-87.730698,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
186,CULEX RESTUANS,T006,41.990284,-87.797127,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
187,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
188,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
189,CULEX RESTUANS,T043,41.857402,-87.694991,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
190,CULEX PIPIENS/RESTUANS,T085,41.721474,-87.648064,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
191,CULEX PIPIENS,T085,41.721474,-87.648064,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
192,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
193,CULEX RESTUANS,T014,41.970248,-87.787992,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
194,CULEX RESTUANS,T018,42.010412,-87.66214,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
195,CULEX PIPIENS/RESTUANS,T030,41.89923,-87.716788,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
196,CULEX RESTUANS,T030,41.89923,-87.716788,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
197,CULEX PIPIENS/RESTUANS,T084,41.692555,-87.598865,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
198,CULEX RESTUANS,T084,41.692555,-87.598865,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
199,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
200,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.688267,0,8.3,0.0,180,-8.0,2.0,0.0,2,7.6,30.13,29.41,63.0,70,56
201,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
202,CULEX RESTUANS,T002,41.95469,-87.800991,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
203,CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
204,CULEX RESTUANS,T007,41.994991,-87.769279,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
205,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
206,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
207,CULEX RESTUANS,T045,41.9216,-87.666455,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
208,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
209,CULEX RESTUANS,T046,41.891118,-87.654491,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
210,CULEX RESTUANS,T048,41.867108,-87.654224,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
211,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
212,CULEX RESTUANS,T054,41.921965,-87.632085,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
213,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
214,CULEX RESTUANS,T086,41.688324,-87.676709,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
215,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
216,CULEX RESTUANS,T096,41.731922,-87.677512,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
217,CULEX PIPIENS,T096,41.731922,-87.677512,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
218,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
219,CULEX RESTUANS,T129,41.891126,-87.61156,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
220,CULEX RESTUANS,T148,42.01743,-87.687769,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
221,CULEX RESTUANS,T009,41.981964,-87.812827,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
222,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
223,CULEX RESTUANS,T016,42.011601,-87.811506,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
224,CULEX RESTUANS,T019,41.94983,-87.698457,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
225,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
226,CULEX RESTUANS,T028,41.986921,-87.689778,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
227,CULEX PIPIENS,T028,41.986921,-87.689778,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
228,CULEX PIPIENS/RESTUANS,T089,41.723195,-87.64997,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
229,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
230,CULEX RESTUANS,T090,41.868077,-87.666901,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
231,CULEX RESTUANS,T092,41.869216,-87.627561,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
232,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
233,CULEX RESTUANS,T135,41.662014,-87.724608,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
234,CULEX SALINARIUS,T135,41.662014,-87.724608,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
235,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
236,CULEX RESTUANS,T142,41.953067,-87.776792,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
237,CULEX SALINARIUS,T145,41.878114,-87.629798,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
238,CULEX RESTUANS,T146,41.958271,-87.702575,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
239,CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
240,CULEX RESTUANS,T149,41.994469,-87.667736,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
241,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
242,CULEX RESTUANS,T151,41.916265,-87.800515,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
243,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
244,CULEX PIPIENS/RESTUANS,T154,41.918705,-87.752329,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
245,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
246,CULEX RESTUANS,T158,41.682587,-87.707973,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
247,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
248,CULEX RESTUANS,T003,41.964242,-87.757639,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
249,CULEX RESTUANS,T006,41.990284,-87.797127,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
250,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.777921,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
251,CULEX RESTUANS,T008,42.008314,-87.777921,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
252,CULEX SALINARIUS,T012,41.991429,-87.747113,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
253,CULEX PIPIENS/RESTUANS,T037,41.921177,-87.79518,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
254,CULEX RESTUANS,T037,41.921177,-87.79518,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
255,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
256,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
257,CULEX RESTUANS,T047,41.868142,-87.696269,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
258,CULEX PIPIENS/RESTUANS,T051,41.846283,-87.656913,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
259,CULEX PIPIENS/RESTUANS,T085,41.721474,-87.648064,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
260,CULEX PIPIENS/RESTUANS,T088,41.869107,-87.696293,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
261,CULEX PIPIENS/RESTUANS,T161,41.719059,-87.675088,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
262,CULEX RESTUANS,T161,41.719059,-87.675088,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
263,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
264,CULEX RESTUANS,T013,41.923738,-87.785288,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
265,CULEX PIPIENS/RESTUANS,T014,41.970248,-87.787992,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
266,CULEX RESTUANS,T014,41.970248,-87.787992,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
267,CULEX PIPIENS/RESTUANS,T018,42.010412,-87.66214,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
268,CULEX PIPIENS/RESTUANS,T030,41.89923,-87.716788,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
269,CULEX RESTUANS,T030,41.89923,-87.716788,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
270,CULEX PIPIENS/RESTUANS,T005,41.942114,-87.776385,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
271,CULEX PIPIENS/RESTUANS,T017,41.960616,-87.777189,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
272,CULEX PIPIENS/RESTUANS,T044,41.883284,-87.705085,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
273,CULEX RESTUANS,T044,41.883284,-87.705085,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
274,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.703736,0,8.1,1.0,183,-6.0,0.0,0.0,14,5.9,30.22,29.49,66.0,79,53
275,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
276,CULEX RESTUANS,T002,41.95469,-87.800991,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
277,CULEX PIPIENS,T002,41.95469,-87.800991,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
278,CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
279,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
280,CULEX RESTUANS,T015,41.974089,-87.824812,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
281,CULEX RESTUANS,T015,41.974089,-87.824812,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
282,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
283,CULEX RESTUANS,T045,41.9216,-87.666455,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
284,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
285,CULEX RESTUANS,T046,41.891118,-87.654491,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
286,CULEX PIPIENS,T046,41.891118,-87.654491,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
287,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
288,CULEX RESTUANS,T048,41.867108,-87.654224,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
289,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
290,CULEX RESTUANS,T049,41.896282,-87.655232,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
291,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
292,CULEX RESTUANS,T054,41.921965,-87.632085,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
293,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
294,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
295,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
296,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
297,CULEX RESTUANS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
298,CULEX RESTUANS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
299,CULEX PIPIENS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
300,CULEX SALINARIUS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
301,CULEX TERRITANS,T086,41.688324,-87.676709,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
302,CULEX PIPIENS/RESTUANS,T091,41.862292,-87.64886,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
303,CULEX PIPIENS,T091,41.862292,-87.64886,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
304,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
305,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
306,CULEX RESTUANS,T096,41.731922,-87.677512,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
307,CULEX PIPIENS,T096,41.731922,-87.677512,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
308,CULEX RESTUANS,T143,41.999129,-87.795585,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
309,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.687769,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
310,CULEX RESTUANS,T148,42.01743,-87.687769,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
311,CULEX SALINARIUS,T148,42.01743,-87.687769,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
312,CULEX PIPIENS/RESTUANS,T009,41.981964,-87.812827,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
313,CULEX RESTUANS,T009,41.981964,-87.812827,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
314,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
315,CULEX RESTUANS,T011,41.944869,-87.832763,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
316,CULEX RESTUANS,T011,41.944869,-87.832763,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
317,CULEX PIPIENS,T011,41.944869,-87.832763,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
318,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.811506,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
319,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.811506,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
320,CULEX RESTUANS,T016,42.011601,-87.811506,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
321,CULEX RESTUANS,T016,42.011601,-87.811506,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
322,CULEX PIPIENS,T016,42.011601,-87.811506,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
323,CULEX PIPIENS/RESTUANS,T019,41.94983,-87.698457,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
324,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
325,CULEX RESTUANS,T025,41.979243,-87.750938,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
326,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
327,CULEX RESTUANS,T028,41.986921,-87.689778,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
328,CULEX RESTUANS,T031,41.801498,-87.763416,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
329,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
330,CULEX PIPIENS/RESTUANS,T089,41.723195,-87.64997,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
331,CULEX RESTUANS,T089,41.723195,-87.64997,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
332,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
333,CULEX RESTUANS,T090,41.868077,-87.666901,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
334,CULEX PIPIENS/RESTUANS,T092,41.869216,-87.627561,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
335,CULEX PIPIENS,T092,41.869216,-87.627561,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
336,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
337,CULEX RESTUANS,T135,41.662014,-87.724608,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
338,CULEX PIPIENS,T135,41.662014,-87.724608,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
339,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
340,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
341,CULEX RESTUANS,T142,41.953067,-87.776792,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
342,CULEX PIPIENS/RESTUANS,T145,41.878114,-87.629798,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
343,CULEX RESTUANS,T145,41.878114,-87.629798,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
344,CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
345,CULEX RESTUANS,T146,41.958271,-87.702575,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
346,CULEX PIPIENS,T146,41.958271,-87.702575,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
347,CULEX PIPIENS/RESTUANS,T150,42.006858,-87.675919,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
348,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
349,CULEX RESTUANS,T151,41.916265,-87.800515,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
350,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
351,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
352,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
353,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
354,CULEX RESTUANS,T158,41.682587,-87.707973,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
355,CULEX PIPIENS,T158,41.682587,-87.707973,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
356,CULEX RESTUANS,T162,41.725517,-87.614258,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
357,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
358,CULEX RESTUANS,T218,41.948167,-87.730698,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
359,CULEX PIPIENS/RESTUANS,T001,41.953705,-87.733974,0,10.9,5.0,192,-3.0,0.0,0.0,30,8.8,29.93,29.23,70.0,77,62
